code;label;department;ca_ht;ca_ttc;quantity;avg_weekly_quantity;nb_lines;cumulative_pct;is_priority_80
100272851;MIX ACAJOU-ARACH SALES BTLLE 75CL;feuillet�s sucr�es;293330.0;346125.0;70.0;1.907;46;71.56;True
100362335;RIZ BASMATI 900G SDTM;RIZ BASMATI;293000.0;293000.0;293.0;7.981;195;71.58;True
100248932;CR A REC CITRON 750ML TLJ;produit a recurer;292800.0;345600.0;192.0;5.23;152;71.59;True
100615873;VIN MOUSS IT PROSECCO BRUT BOTEGA;VINS ETRANGERS ITALIEN;292380.0;345000.0;30.0;0.817;20;71.61;True
100639341;LAIT PDRE BLEDI KIDS 400G DANONE;LAIT EN POUDRE ENTIER;292174.0;318450.0;279.0;7.599;100;71.62;True
100376075;CHEW PF POCKET FRESHMINT 31.5G MENT;CHEWING GUM EN DRAGEES;291819.0;344420.0;217.0;5.911;172;71.64;True
100047839;NETTOY BACTERICIDE ROSE 4L S.CLEAN;nettoyants liq sols;291064.0;343440.0;136.0;3.704;103;71.66;True
100676198;BOISS GAZ COLA ZERO PET 30CL PEPSI;COLAS (coca cola pepsi..);290876.0;344115.0;1990.0;54.202;285;71.67;True
059767621;BALLE SERPIL/NORM/BLC(X40)CIREPCI;serpill�res;289977.0;342300.0;489.0;13.319;242;71.69;True
100330636;CHOC KINDER JOY FILLE;BOULES CHOCOLAT      0638;289837.0;341950.0;530.0;14.436;370;71.7;True
100589348;FOUR MO 25L DGT+GRILL INT 00C095 KW;FOUR MICRO ONDES     1462;289830.0;342000.0;3.0;0.082;3;71.72;True
100303232;THON BLC NATUREL 170G TREBON;THON ENTIER AU NATUREL;289785.0;342025.0;170.0;4.63;84;71.73;True
100563940;FRIGO NOFROST 425L/DSTEAU SILVER NA;FRIGO 2 PORTES       1475;289746.0;341900.0;1.0;0.027;1;71.75;True
100478875;"TV LED 43"" FHD/CLEAN VIEW/WIDEC SSG";TV ECRANS PLATS      3161;289662.0;341800.0;2.0;0.054;2;71.76;True
100313535;BOISS ENERG LIGHT 25CL CODY S;ENERGETIQUES(atlon...);289264.0;341261.0;732.0;19.938;232;71.78;True
100518572;HT MEDOC CH BARREYRES 2022;MEDOC/HT MEDOC;289028.0;341050.0;19.0;0.518;10;71.79;True
010010156;COUSCOUS MOYEN 500GR FERRERO;SEMOULES/POLENTA;288512.0;340400.0;184.0;5.012;117;71.81;True
100451068;CIRE LIQ 700ML OCEDAR;cirages en boites;287885.0;339700.0;43.0;1.171;19;71.83;True
100591315;LG AIL VIOLET 500G ASP;LG AIL;287850.0;287850.0;299.0;8.144;283;71.84;True
100334105;PATE FEUIL RLX 230G PP;PATES FEUILLETEES    2322;287202.0;338920.0;208.0;5.665;93;71.86;True
100672995;VOIT BUGATTI RC SONS 983/208A AMP;JOUET GARCON         1845;287112.0;338800.0;28.0;0.763;1;71.87;True
100518653;IGP OC RSE ROSE ODALET 23/24;VIN DE PAYS ROSE;287100.0;338800.0;44.0;1.198;13;71.89;True
100321310;VIN IT DON ANTONIO;AUTRES VINS ETRANGERS;286287.0;337800.0;188.0;5.121;88;71.9;True
100226418;CHOC KINDER BUENO WHITE;GAUFRETTES ENROBEES;286035.0;337550.0;372.0;10.132;220;71.92;True
003003148;CAFE MOULU CARDAMOM VRT 200G NAJJAR;CAFE MOULU ROBUSTA CAFEI.;284800.0;336000.0;160.0;4.358;105;71.93;True
100693713;VODKA  MIX 250ML CODY'S;ENERGETIQUES(atlon...);284743.0;335200.0;665.0;18.113;112;71.95;True
100266912;SAC POUB LIEN COULIS 50LX10 CO;SAC POUBELLE         2762;284002.0;335100.0;238.0;6.482;135;71.96;True
100343591;EAU MIN NAT PET 5L CELESTE;EAUX MINERALES PLATES IMP;283744.0;335000.0;335.0;9.125;230;71.98;True
100007905;CREME DESS CHOCO 100GX4 ELVIR;CREME DESSERT;282765.0;333720.0;178.0;4.848;135;71.99;True
037082100;RHUM NEGRITA BARDINET 38% 1L;RHUMS BRUNS ET AMBRES;282594.0;333450.0;39.0;1.062;19;72.01;True
100138451;HUIL OLIV 750ML DUCROS;Huile d'olive        1638;281296.0;331925.0;20.0;0.545;19;72.02;True
100070865;DENT FORMUL BLANCH SENSODYNE;dentifrices tubes;280908.0;331500.0;102.0;2.778;71;72.04;True
100465870;MOUCH.FACIAL BOX 200 X2 PLIS STYLE;mouchoirs papiers boites;280800.0;331200.0;288.0;7.844;99;72.05;True
100566961;RIZ VIET 5% JASMINE 22.5KG OKI;RIZ 5% BRISURE;280500.0;280500.0;17.0;0.463;17;72.07;True
100551692;CEREALE LION 400G NESTLE;CEREAL.PRET.A CONS AUTRE;280275.0;330775.0;101.0;2.751;80;72.08;True
045070407;LG JP MACHE BQT 125G AV;SAL JEUNES POUSSES;279630.0;279630.0;117.0;3.187;112;72.1;True
100680066;LAIT 1/2  ECREME 1L LAITY;LAIT LIQUIDE � ECREME;278362.0;303300.0;337.0;9.179;152;72.11;True
100635471;SAC CABAS NOEL 2025 50*20*40;SAC CABAS;278144.0;328000.0;656.0;17.868;547;72.13;True
100515463;CHIPS ORIGINAL 165G PRINGLES KT;CHIPS TUILES;277736.0;327800.0;149.0;4.058;122;72.14;True
100665283;LESS PDRE COULEUR 1kG NIL;less pdre main;277680.0;327600.0;208.0;5.665;148;72.16;True
100374045;DENT TRIPLE PROTECTION 140G SIGNAL;dentifrices tubes;276969.0;327000.0;327.0;8.907;219;72.17;True
100661579;CAFETIERE MULTI CAPSUL KCM7597;CAFETIERES FILTRES ELECT;276867.0;326700.0;6.0;0.163;8;72.19;True
006006694;CHOC TWIX BARRE 50G VGL;BARRE BISCUITE CHOCOLATEE;276250.0;326050.0;802.0;21.844;253;72.2;True
100230859;NECT PASS BTE 33CL IVORIO;JUS DE FRUITS NECTARS;275591.0;325189.0;289.0;7.872;27;72.22;True
043001007;KIRI 6P BEL;FROMAGES FONDUS,PORTIONS;275573.0;325110.0;219.0;5.965;192;72.23;True
100666723;FOUR MO 25L 900W*H25MOBS7H HISENSE;FOUR MICRO ONDES     1462;275000.0;324500.0;5.0;0.136;5;72.25;True
100651509;BAR AMERIQUE DU SUD 500-1000G;POISSONS FRAIS EAU DE MER;273785.0;273785.0;101.424;2.763;67;72.26;True
100063551;RHUM BLC AGRI DILLON 55� 1L;RHUMS BLANCS;273168.0;322350.0;21.0;0.572;20;72.28;True
032020306;EAU MIN BTLE 1 5L EVIAN;EAUX MINERALES PLATES IMP;272780.0;322000.0;230.0;6.265;48;72.29;True
014014305;OLIV NRE BTE 4/4 CRES M;OLIVES NOIRES;272665.0;321750.0;105.0;2.86;35;72.31;True
100429349;CAFE MOULU INTENSE 250G L OR;CAFE MOULU ARABICA;271089.0;319900.0;47.0;1.28;36;72.32;True
100465697;KETCHUP NAT MASQ D'OR 560G PXM;KETCHUP              1863;271070.0;319800.0;190.0;5.175;86;72.34;True
100583128;LAVE LINGE 7KG AUTO SILVER A+++ NAS;LAVE LINGE HUBLOT    1893;271016.0;319800.0;2.0;0.054;2;72.35;True
100315008;BIERE EX STRG 12% 50CL CODY S;BIERE BLONDE IMPORT BLLE;270329.0;319000.0;504.0;13.728;83;72.37;True
100103587;RHUM BACARDI CARTA DE ORO 40�75CL;RHUMS BRUNS ET AMBRES;269234.0;317700.0;25.0;0.681;20;72.38;True
017017420;HUIL OLIV 0 5L PUGET;Huile d'olive        1638;268962.0;317400.0;46.0;1.253;37;72.39;True
100245385;BISC GAUF MINI VANILLE 200G LOACKER;GAUFRETTES VANILLE/CHOCO;267772.0;316000.0;90.0;2.451;72;72.41;True
100310514;SUCRE ROUX BUCHETTES 4G X250 SUCAF;SUCRE SEMOULE ROUX;266980.0;315000.0;140.0;3.813;89;72.42;True
100456111;YOUKI COCKTAIL PET 30CL;ORANGE (fanta,,,);266851.0;315800.0;1579.0;43.008;543;72.44;True
100665257;BALAI SORGHO MANCH BOIS POL HOP;balais paille coco;264957.0;312650.0;37.0;1.008;27;72.45;True
100272375;PAIN RAIS 20%PB 100G 120/C 64/P NEU;autres viennoiseries;264668.0;312600.0;521.0;14.191;285;72.47;True
100644604;BOUILL INOX 1,8L 2200W KK3330 KIWI;BOUILLOIRES;264356.0;311940.0;28.0;0.763;21;72.48;True
100661785;"TV 55"" 4K/UHD/HDR10+/NTF-YTB HISENS";TV ECRANS PLATS      3161;264322.0;311900.0;1.0;0.027;1;72.49;True
100680524;GL NUTELLA POT 230G;CREMES GLACEES;263952.0;311480.0;52.0;1.416;37;72.51;True
100248603;TAMP/EPONGE VERTS X3 CO;tampons sur eponges;263870.0;311415.0;213.0;5.802;153;72.52;True
100078054;MANAICHE ZAATAR (PATISS ORIENTALE);AUTRES;263400.0;263400.0;439.0;11.957;368;72.54;True
037082101;RHUM MANGOUSTAN 70CL;RHUMS BRUNS ET AMBRES;262782.0;310050.0;78.0;2.125;68;72.55;True
100502140;VIN MOUSS IT PROSECCO BRUT RICCADON;MOUSSEUX ATRANGERS(asti..;262700.0;310000.0;25.0;0.681;7;72.56;True
100142350;VIN CHILI MERLOT CASILLERO;AUTRES VINS ETRANGERS;262272.0;309500.0;40.0;1.089;10;72.58;True
100517654;SAV MENAG 400G MAYA;sav menage /lessive;262254.0;309650.0;700.0;19.066;156;72.59;True
006006019;CHOC ROCHER T16;ROCHERS,BOUCHES,TRUF 2708;262208.0;309400.0;44.0;1.198;35;72.61;True
100639340;LAIT PDRE BLEDI KIDS 900G DANONE;LAIT EN POUDRE ENTIER;262113.0;285700.0;103.0;2.805;52;72.62;True
100074556;LAIT PDRE 0% BTE 300G RGL;LAIT EN POUDRE ECREME;262049.0;285600.0;88.0;2.397;67;72.63;True
100195478;EPINARD BRANCHE 450G PINGUIN;TOUS LEGUMES NATURES;261937.0;309069.0;332.0;9.043;131;72.65;True
100490910;INSECT.BOXER 600 ML;insecticides anti volants;261625.0;261625.0;161.0;4.385;103;72.66;True
100278303;CAFE MLU EXPRESSO 500G 100% ROBUSTA;CAFE MOULU ROBUSTA CAFEI.;260691.0;307600.0;110.0;2.996;20;72.68;True
100666705;GAZ 4FX AGT*NASGC-SNIPER50TS NASCO;CUISINIERE 4 FEUX GAZ;260676.0;307600.0;4.0;0.109;4;72.69;True
100522550;CHOC BATON NOIR 10G CHOCOFUN;CHOCOLAT NOIR NATURE;260553.0;309110.0;5882.0;160.21;2417;72.7;True
100076949;MOUCH 50X150 PAPYRUS;mouchoirs papiers boites;260352.0;307200.0;384.0;10.459;132;72.72;True
100653090;BISC GAUF CINNAMON 175G LO EDLIMT;GAUFRETTES FOUREES AUTRES;260215.0;307200.0;297.0;8.089;210;72.73;True
100456108;YOUKI MOKA CAFE PET 30CL;COLAS (coca cola pepsi..);259753.0;307400.0;1537.0;41.864;550;72.75;True
100512813;HUIL TOURN PET 2L EXCELLA;HUILE DE TOURNESOL;259344.0;306000.0;72.0;1.961;42;72.76;True
100007902;CREME DESS VANILLE 100GX4 ELVIR;CREME DESSERT;259155.0;305850.0;165.0;4.494;122;72.77;True
100516359;CONGEL VERT 163L 6TIR CLE ARG NASCO;CONGELATEUR VERTICAL 1059;259152.0;305800.0;2.0;0.054;2;72.79;True
100518656;IGP OC RSE MERLOT ROCHE MAZET 2023;VIN DE PAYS ROSE;258895.0;305500.0;65.0;1.77;35;72.8;True
100107448;THON NATUREL 140G DR PETIT NAVIRE;THON ENTIER AU NATUREL;258544.0;305100.0;113.0;3.078;55;72.82;True
100131879;PAP TOIL PH LOTUS CONFORT 2PLIS X6;papier toilette ouate;257978.0;304400.0;147.0;4.004;74;72.83;True
100661289;CINTRESx10 NR PLST ROT. KH5000010 K;CINTRE;257958.0;304470.0;153.0;4.167;87;72.84;True
100528613;EAU MIN NAT 6X1L MONT ROUCOUS;EAUX MINERALES PLATES IMP;257814.0;304200.0;62.0;1.689;26;72.86;True
100680492;LESS PDRE EXPERT BICARB 2,4KG LE CH;less pdre machine;257621.0;304000.0;19.0;0.518;17;72.87;True
100319553;VAP EAU X1 BARONE 49CL 7056 NADIR;VERRE A PIED A L'UNITE;257430.0;303790.0;326.0;8.879;26;72.89;True
100434187;DEMI PAIN PECHEUR  (S2P);PAINS SPECIAUX;257400.0;257400.0;1716.0;46.739;736;72.9;True
100354511;EAU MINER PETILL PK6 PET 1L SAN PEL;EAUX GAZ/PETIL;256902.0;303150.0;47.0;1.28;36;72.91;True
100049293;TEQUILA BLC CAMINO 75CL;AUTRES(raki;256356.0;302500.0;20.0;0.545;17;72.93;True
100248636;BLOC WC MARINE SOLID 3X38G CO;BLOCS WC;256200.0;302400.0;168.0;4.576;113;72.94;True
100045265;LAIT C N S 380G BLEU BNET RGE;LAIT CONCENTRE NON SUCRE;255179.0;278100.0;350.0;9.533;59;72.95;True
100544992;VDT GRANDS CHATEAUX RGE 12% 250ML;VINS DE TABLE RGE LOCAL;255052.0;300950.0;1189.0;32.385;43;72.97;True
042001016;BEURRE DX 200G CANDIA;BEURRE DOUX          0539;254909.0;300818.0;155.0;4.222;75;72.98;True
100218941;EAU MIN PK6 0,5L VOLVIC;EAUX MINERALES PLATES IMP;254334.0;300150.0;69.0;1.879;42;72.99;True
100196056;MADELEINES COQUILLE SACHET 500G ST;PATISSERIE INDUSTRIE 2329;254111.0;299878.0;76.0;2.07;66;73.01;True
100010418;VIN LIBAN KSARA RESERVE COUV 2021;AUTRES VINS ETRANGERS;253985.0;299700.0;51.0;1.389;27;73.02;True
100311438;SAC CABAS 45X20X40CM PROSUMA;SAC CABAS;253976.0;299500.0;599.0;16.315;507;73.04;True
006006257;CHOC M&M CACAHUET 45G VGL;CONFISERIE DE CHOCOLAT;253937.0;299725.0;461.0;12.556;219;73.05;True
100591316;LG AIL VIOLET 1KG ASP;LG AIL;253890.0;253890.0;133.0;3.623;110;73.06;True
100607684;"TV LED 43"" FHD SMRT 43LM6370 PVA LG";TV ECRANS PLATS      3161;253390.0;299000.0;1.0;0.027;1;73.08;True
100413889;WHISKY CHIVAS REG EXT 13Y 40% 70CL;SCOTCH BLENDED =ET>12ANS;253390.0;299000.0;10.0;0.272;10;73.09;True
100495807;LAV LING 7KG/1200RPM/GR/NA127XB1LAS;LAVE LINGE HUBLOT    1893;253390.0;299000.0;1.0;0.027;1;73.1;True
035135265;PETIL POM S/ALC CHAMPOMY;MOUSSEUX FRANCAIS NATUREL;253304.0;298900.0;45.0;1.226;29;73.12;True
100407119;CROQ CHN PETTY 4KG VINCENT;ALIMENTS SECS CHIENS;252990.0;298525.0;37.0;1.008;35;73.13;True
100680495;LESS LIQ EXP BICARBONAT 1,98L LE CH;less pdre machine;252795.0;298300.0;19.0;0.518;18;73.14;True
100564257;FOUR MO 28L/NOIR SAMSUNG;FOUR MICRO ONDES     1462;252373.0;297800.0;2.0;0.054;2;73.16;True
100661666;BOISS GAZ TONIC PET 30CL SCHWEPPES;TONIC/GINGER;251738.0;296550.0;1318.0;35.899;163;73.17;True
100609132;RACLET SOL MOUSSE NR 60CM POL HOP;balais speciaux;251475.0;296750.0;68.0;1.852;38;73.18;True
100295554;SUCRE PDR ROUX DOYPACK 750G;SUCRE SEMOULE ROUX;250355.0;295450.0;311.0;8.471;188;73.2;True
100100214;JAVEL 12  3L SUPER CLEAN;eau de javel;250242.0;295350.0;179.0;4.875;115;73.21;True
045070108;LG SAL ICEBERG X10 AV;SAL CONDITIONEES;249500.0;249500.0;50.0;1.362;40;73.23;True
100266732;VIN CHILI CAB SAUV CASILL DIA RESER;AUTRES VINS ETRANGERS;249434.0;294350.0;38.0;1.035;9;73.24;True
100437803;CHEW G MAX SPLASH BTE FRAIS/CIT 88G;CHEWING GUM EN DRAGEES;249144.0;294000.0;84.0;2.288;59;73.25;True
100630108;SERPILL GAUFFREE NOIRE 50X100CM PH;serpill�res;249122.0;293950.0;147.0;4.004;85;73.27;True
100336140;PATE PIZZA RLX 230G PP;PATES BRISEES        2318;248579.0;293330.0;185.0;5.039;49;73.28;True
100328180;HUIL D OLIVE 250 ML BOM DIA;Huile d'olive        1638;247860.0;292500.0;90.0;2.451;75;73.29;True
100278301;CAFE MLU 250G SCHT 100% ROBUSTA MAL;CAFE MOULU ROBUSTA CAFEI.;246980.0;291500.0;212.0;5.774;48;73.31;True
100458738;PATES SPAGH 250G PANZANI;PATES;246448.0;268640.0;584.0;15.907;183;73.32;True
100456330;BOISS.ENERG.BTE 25CL KABISA;ENERGETIQUES(atlon...);246404.0;290780.0;741.0;20.183;145;73.33;True
100305065;BEIGNET FRAMB 70G CX44 PALX80 NEUH;autres viennoiseries;246344.0;290500.0;581.0;15.825;285;73.34;True
100026892;YAOURT AROMAT FRTS BOIS 125G YOP;YAOURTS STAND AROMATISES;245722.0;290200.0;977.0;26.611;334;73.36;True
100386412;CROQ CHT STERIL POULET 1 75KG WISKA;ALIMENTS SECS CHATS;245716.0;289940.0;42.0;1.144;36;73.37;True
100031566;YAOURT NATURE POT 0 5KG YOP;YAOURTS LAIT ENT/NAT/FRUI;245630.0;290000.0;290.0;7.899;241;73.38;True
100525379;PDRE CACAO S/S 100%  350G CEMO;CACAO POUDRE;245172.0;289325.0;68.0;1.852;55;73.4;True
100303234;THON VEGET A HUILE 170G TREBON;THON ENTIER HUILE;244785.0;288886.0;147.0;4.004;80;73.41;True
100209945;SIROP D'AGAVE 250G SUNNY VIA BIO;BIO                  0557;244440.0;288475.0;98.0;2.669;51;73.42;True
100444408;CHABLIS F.MATERNOT 2023;chablis/petit chablis;244068.0;288000.0;12.0;0.327;7;73.44;True
014014520;MAYO 235GR LESIEUR;MAYONNAISES          2049;244032.0;288000.0;192.0;5.23;158;73.45;True
100297844;MAXI JAC NATURE PAIN DE MIE 550G;PATISSERIE INDUSTRIE 2329;243861.0;287754.0;124.0;3.377;104;73.46;True
100399325;LESS PDR BLCHE AUTHENTIK ECOC 500G;less pdre machine;243627.0;287470.0;51.0;1.389;33;73.48;True
100304535;SAUCISSON AIL 250G;SAUCISSONS CUITS     2824;243440.0;287300.0;170.0;4.63;158;73.49;True
100060743;LG JP ROQUETTE 125G AV;SAL JEUNES POUSSES;243390.0;243390.0;103.0;2.805;95;73.5;True
100682866;CREVETTE CUITE 100-200 250 GR;CRUSTACES & FRUIT DE MER;243360.0;287200.0;80.0;2.179;56;73.52;True
100422863;YRT DOYPACK NATURE SUCRE 125G X10;YAOURTS STAND NATURE SUCR;242740.0;286250.0;1145.0;31.187;204;73.53;True
032020307;EAU MIN PET 1L EVIAN;EAUX MINERALES PLATES IMP;242511.0;286250.0;229.0;6.237;40;73.54;True
100465691;CORNICHONS VINAIGRE 72CL 360G PXM;CORNICHONS           1099;242385.0;286000.0;143.0;3.895;89;73.55;True
100421049;VODKA ABSOLUT 40% 37 5CL;VODKAS;242352.0;286000.0;44.0;1.198;24;73.57;True
100677013;MOUCH FACIALE 55 FEUILLE 4PLIS STYL;mouchoirs pap sachets;242080.0;285600.0;544.0;14.817;178;73.58;True
065065308;DENT 125ML FLUORYL;dentifrices tubes;241962.0;285450.0;150.0;4.086;94;73.59;True
100639770;LESS PDRE MACH 1,4KG NIL;less pdre machine;241509.0;285000.0;57.0;1.553;56;73.61;True
100461624;ASSOUPLISSANT LAVANDE 1L SOFTY;adouc/assoup classiques;241490.0;285000.0;190.0;5.175;153;73.62;True
100467519;CONGEL BAHUT 508L 2PORTES+2PANIERS;CONGELATEUR BAHUT;241441.0;284900.0;1.0;0.027;1;73.63;True
100620377;"TV LED 58"" 4K/UHD/SMRT/GAME MOD HIS";TV ECRANS PLATS      3161;241441.0;284900.0;1.0;0.027;1;73.65;True
100642013;FRIGO 255LT ARGENT R600A SAMSUNG;FRIGO 2 PORTES       1475;241441.0;284900.0;1.0;0.027;1;73.66;True
100666704;GAZ 5FX VENT/VIT*36LMG5G027-C MIDEA;CUISINIERES 5 FEUX G 1148;241441.0;284900.0;1.0;0.027;1;73.67;True
100640914;GAZIN 5FX TOP VITRE SILVER MIDEA;CUISINIERES 5 FEUX G 1148;241441.0;284900.0;1.0;0.027;1;73.68;True
100322762;CAFE ESPRESSO ORG 95G NESCAFE;CAFE SOLUBLE INST LYOPHIL;241275.0;284700.0;41.0;1.117;27;73.7;True
100445016;SAC POUB 130LX20 NOIR GAPPY;SAC POUBELLE         2762;241219.0;284650.0;79.0;2.152;48;73.71;True
051064610;NAPHTALINE SACHET 3EN1 100G CROWN;antimites boules et autre;240875.0;240875.0;235.0;6.401;142;73.72;True
100293788;LESS PDRE ACTIV CLEAN 1.89KG SKIP;less pdre machine;240670.0;284000.0;27.0;0.735;27;73.74;True
100544519;CLIM SPLIT 1CV R410 BLANC HISENSE;SPLIT SYSTEMMES 9000;240508.0;283800.0;2.0;0.054;1;73.75;True
100235248;CHOC LAIT 200G MILKA;CHOCOLAT AU LAIT NAT;240240.0;283500.0;105.0;2.86;61;73.76;True
100023522;SCE SWEET CHILLI MAE PLOY 920G PRST;CONDIMENTS ASIAT;240168.0;283400.0;66.0;1.798;32;73.77;True
100188943;MAYO AROMATE 25ML SACHET SIPROCHIM;MAYONNAISES          2049;239955.0;282300.0;4705.0;128.152;879;73.79;True
100616731;FR SEC DATTES BQTE 200G*30  BAT;FR SEC SECHES/CONFITS;239649.0;283050.0;629.0;17.132;329;73.8;True
011011233;PATES SPAGHETTONI N�7 500G BARILLA;PATES;239275.0;282325.0;179.0;4.875;72;73.81;True
004004563;CEREALE CHOCAPIC ETUI 375GR NESTLE;CEREA.PRET.A CONS (choco);239199.0;282225.0;71.0;1.934;57;73.83;True
100148868;BIERE BLNDE 25CL PANACH  L AMI FRIT;PANACHES;238496.0;281300.0;551.0;15.008;71;73.84;True
100653091;BISC GAUF GINGERBREAD 175G L EDLIMT;GAUFRETTES FOUREES AUTRES;237944.0;280900.0;268.0;7.3;195;73.85;True
100162773;RLX ALU 150M*30CM SANITA;PAPIER ALUMINIUM;237280.0;280000.0;20.0;0.545;18;73.86;True
100504812;CONGEL BAHUT 235L BC STCC275 SMART;CONGELATEUR BAHUT;237118.0;279800.0;2.0;0.054;2;73.88;True
100440087;MENTOS GUM FF GRAPES 105G;BONBON MOUS;237059.0;279750.0;101.0;2.751;84;73.89;True
100386580;CCHE BB JUMB PACK MAXI 9/18KGX68 JO;couches bebes;236995.0;279650.0;36.0;0.981;29;73.9;True
015015275;POIV VERT SAUMURE 475G;POIVRE EN GRAINS     2470;236225.0;278750.0;25.0;0.681;23;73.91;True
100067614;LG JP MESCLUN 125G AV;SAL JEUNES POUSSES;236220.0;236220.0;100.0;2.724;95;73.93;True
100031898;EAU MIN BTLE PET 50CL EVIAN;EAUX MINERALES PLATES IMP;236167.0;278675.0;359.0;9.778;26;73.94;True
100518654;IGP OC CAB SAUV ROCHE MAZET 2022;VIN DE PAYS ROUGE;236049.0;278550.0;57.0;1.553;30;73.95;True
100629224;PUMPKIN SEEDS 250G AL RIFAI;FRUITS A COQUE;235816.0;278250.0;99.0;2.696;68;73.97;True
100435696;CCHE BB JUMB.P.JUN.15-25KG X60 JOYA;couches bebes;235385.0;277750.0;36.0;0.981;32;73.98;True
100175495;CHOC LAIT 100 G TOBLERONE;CHOCOLAT LAIT+INGREDIENTS;235082.0;277400.0;151.0;4.113;90;73.99;True
100290603;PAPIER CUISS 8 M CO;PAPIER CUISSON;235060.0;277400.0;146.0;3.977;89;74.0;True
100406465;DL MON GREC NATURE 125GX4 ELVIR;CREME DESSERT;234430.0;276640.0;86.0;2.342;66;74.02;True
100327823;CHEW G 10D FRAIS CITR SS 22G HWD;CHEWING GUM EN DRAGEES;234255.0;276450.0;291.0;7.926;147;74.03;True
100579976;BOISS OR MINI BKR PK/6 200ML PRESSE;BOISSON FRUITE;233932.0;276100.0;251.0;6.837;180;74.04;True
035035148;CHAMP LP BRUT 1,5L;CHAMPAGNES BRUT;233900.0;276000.0;4.0;0.109;4;74.05;True
100335254;MILKANA SO GOOD FR ROUGES 100GX4;DESSERT A BASE DE FRUITS;233104.0;275034.0;217.0;5.911;92;74.07;True
011011376;PATES PENNE R CELLO 500GRS PANZ;PATES;233020.0;274946.0;154.0;4.195;101;74.08;True
100577674;SAVON TOIL AMDE DCE 200G MONSAVON;savons corps solides;232715.0;274500.0;305.0;8.307;157;74.09;True
100595547;"VENT S/P 18"" 5HE AIR POWER VF2820F0";VENTILATEUR SUR PIED 3218;232625.0;274500.0;5.0;0.136;5;74.1;True
100566134;FRIGO 1 PORTE 70L/CLE SILVER NASCO;FRIGO 1 PORTE;232625.0;274500.0;5.0;0.136;5;74.12;True
100072637;WHISKY CAOL ILA MALT 43�75CL 12Y;SCOTCH BLENDED =ET>12ANS;232205.0;274000.0;5.0;0.136;3;74.13;True
100026890;YAOURT AROMATISE ABRICOT 125G YOP;YAOURTS STAND AROMATISES;231856.0;273800.0;932.0;25.385;324;74.14;True
100609128;RACLET SOL METALLIQ 35CM POL HOP;balais speciaux;231792.0;273500.0;114.0;3.105;92;74.15;True
100661578;FER A REP VAP 2200W KSI6344 KIWI;FER A REPASSER VAPEU 1400;231606.0;273300.0;29.0;0.79;29;74.17;True
100204416;IGP OC BLC CHARD GRAND SUD 1L 2023;VINS DE PAYS BLANC;231604.0;273300.0;48.0;1.307;27;74.18;True
002002441;BISC VERITABLE PTIT BEUR 200G LU;BISC SEC BEUR/PALET/GALET;231297.0;273025.0;163.0;4.44;116;74.19;True
100375027;THE VRT CLASIQ 30 SCHT LIPTON;THE VERT SACHET;231296.0;272935.0;91.0;2.479;51;74.2;True
100042776;PARMESAN RAPE 40GR ZAN DESAILLI;FROMAGES A PATES P NON CU;231111.0;272719.0;255.0;6.946;128;74.22;True
100035504;P POIS F NATUREL 4/4 LE SOLEIL ***;PETITS POIS EXTRA FINS;230971.0;272500.0;109.0;2.969;60;74.23;True
006006692;CHOC MARS BARRE 51G VGL;BARRES CHOCOLATEES;230778.0;272450.0;615.0;16.751;232;74.24;True
100596304;BOISS GAZ YOUZOU PET 30CL SOLIBRA;ORANGE (fanta,,,);230516.0;272800.0;1364.0;37.152;385;74.25;True
100278307;CAFE MLU EXPRES 1KG N 6 100% ROBUST;CAFE MOULU ROBUSTA CAFEI.;229909.0;271275.0;66.0;1.798;16;74.26;True
100601188;SAV ORIGINAL 300G FANICO;sav menage /lessive;229735.0;270900.0;787.0;21.436;179;74.28;True
017028574;TAHINEH BTE 454G AL RABIH;LIBANAIS;229665.0;270950.0;99.0;2.696;97;74.29;True
100540348;BAVARIA FRAISE BTLE 6X33CL;BIERE SS ALCOOL;228840.0;270000.0;60.0;1.634;49;74.3;True
100243975;INSECT MAGIC 300ML RAMBO;insecticides anti volants;228800.0;228800.0;208.0;5.665;138;74.31;True
100077466;BISC GAUF MINI CREMKAO 200G LOACKER;GAUFRETTES VANILLE/CHOCO;228150.0;269250.0;75.0;2.043;66;74.33;True
100097507;INSECT DOUBLE ACTION 300 ML ORO;insecticides anti volants;228036.0;228036.0;185.0;5.039;119;74.34;True
100117597;LENTILLE ROUGE BROYEES 907G AL RAB;LENTILLES SECHES;228000.0;228000.0;96.0;2.615;80;74.35;True
014028009;SCE MUSHROMM 500ML PEARL 10757;CONDIMENTS ASIAT;227500.0;268450.0;91.0;2.479;18;74.36;True
100321747;BISC ORIGINAL DUO 220G OREO**;FOURRES HORS CHOCO;227269.0;268200.0;80.0;2.179;66;74.38;True
100535593;FRIGO COMBI 3TIRS/312L/ARGENT NASCO;FRIGO COMBINE;227034.0;267900.0;1.0;0.027;1;74.39;True
100556095;JUS DE POMME 100% BRK 1L PRESSEA;JUS POMME;226584.0;267400.0;164.0;4.467;114;74.4;True
100661786;"TV 55"" 4K/UHD/HDR10+/NTF-YTB HISENS";TV ECRANS PLATS      3161;226186.0;266900.0;1.0;0.027;3;74.41;True
